age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
53,Self-emp-not-inc,89686,Doctorate,2,Divorced,Handlers-cleaners,Not-in-family,Other,Female,34095,1564,24,Columbia,<=50K
78,Never-worked,215646,Prof-school,15,Separated,Sales,Husband,Amer-Indian-Eskimo,Female,4386,2179,25,Iran,<=50K.
56,Without-pay,350977,Some-college,8,Married-AF-spouse,,Own-child,Other,Male,1111,1876,70,Jamaica,>50K.
39,Private,83311,11th,5,Divorced,Protective-serv,Not-in-family,Other,Female,4650,1741,36,India,<=50K
61,Federal-gov,89686,Masters,14,Never-married,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,4386,1902,55,Germany,>50K.
39,Federal-gov,173449,Some-college,11,Married-AF-spouse,Farming-fishing,Other-relative,Other,Female,3411,1408,15,?,>50K
24,Private,173449,11th,14,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,6849,1980,42,India,<=50K.
30,State-gov,89686,11th,4,Married-civ-spouse,Armed-Forces,Husband,Asian-Pac-Islander,Female,7298,2042,20,South,<=50K.
77,Private,173449,Some-college,5,Separated,Priv-house-serv,Wife,Other,Female,15024,1573,32,Cambodia,>50K.
64,Self-emp-not-inc,350977,Doctorate,10,Never-married,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,2597,1902,13,Cuba,<=50K.
52,Federal-gov,173449,Assoc-voc,16,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,7298,1741,70,South,>50K
47,Never-worked,350977,Assoc-acdm,10,Never-married,?,Other-relative,Amer-Indian-Eskimo,Male,2176,1977,46,Honduras,>50K
73,?,77516,1st-4th,12,Married-AF-spouse,Exec-managerial,Other-relative,White,Female,3411,1408,44,England,<=50K.
17,Federal-gov,83311,Some-college,1,Married-spouse-absent,Farming-fishing,Unmarried,Other,Female,7688,1876,44,Honduras,<=50K.
31,Local-gov,83311,HS-grad,11,Separated,Craft-repair,Wife,Amer-Indian-Eskimo,Male,2176,1887,60,Poland,>50K.
29,State-gov,77516,1st-4th,10,Divorced,Adm-clerical,Other-relative,White,Male,2050,1573,40,Cambodia,>50K.
84,?,350977,HS-grad,1,Separated,Prof-specialty,Own-child,Other,Male,0,1980,38,Mexico,<=50K.
54,State-gov,350977,Bachelors,10,Married-civ-spouse,Armed-Forces,Husband,Black,Male,5178,1564,13,Columbia,>50K.
29,Self-emp-inc,89686,5th-6th,15,Widowed,Adm-clerical,Other-relative,Other,Female,594,2042,44,Columbia,>50K.
90,Without-pay,77516,Preschool,12,Married-spouse-absent,Other-service,Wife,Asian-Pac-Islander,Female,20051,1762,55,South,>50K
44,Private,77516,Prof-school,13,Married-civ-spouse,?,Other-relative,Asian-Pac-Islander,Female,8614,1876,24,United-States,<=50K
31,Local-gov,89686,7th-8th,3,Married-AF-spouse,?,Unmarried,Amer-Indian-Eskimo,Female,3411,1980,70,Puerto-Rico,>50K
69,Never-worked,83311,7th-8th,1,Separated,Other-service,Not-in-family,Black,Female,2597,1876,35,Iran,<=50K
49,,77516,1st-4th,9,Married-AF-spouse,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,25236,2179,44,Poland,<=50K.
48,Without-pay,350977,12th,10,Never-married,Farming-fishing,Not-in-family,Black,Male,0,1408,50,Philippines,<=50K
64,Private,350977,Assoc-voc,5,Married-AF-spouse,Priv-house-serv,Wife,Asian-Pac-Islander,Female,5013,1573,45,Ecuador,<=50K.
61,Private,173449,Prof-school,13,Married-spouse-absent,Armed-Forces,Wife,Black,Female,1111,1340,40,Puerto-Rico,<=50K
61,Local-gov,89686,Preschool,13,Widowed,Prof-specialty,Unmarried,Other,Male,9386,0,30,United-States,<=50K.
69,,350977,Prof-school,11,Married-AF-spouse,Tech-support,Not-in-family,Black,Male,594,2042,15,Columbia,<=50K
82,Private,77516,Doctorate,11,Married-spouse-absent,,Other-relative,Amer-Indian-Eskimo,Male,1111,1902,38,Honduras,>50K.
25,,350977,7th-8th,11,Never-married,Armed-Forces,Unmarried,Other,Male,2597,1719,70,India,<=50K.
25,?,215646,1st-4th,5,Widowed,?,Own-child,Black,Male,2597,1876,55,Italy,<=50K
66,State-gov,173449,Assoc-voc,13,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Female,1055,1816,32,Iran,<=50K.
70,State-gov,215646,Preschool,5,Married-AF-spouse,Exec-managerial,Own-child,Other,Male,3411,1573,45,England,>50K.
29,Private,83311,Masters,6,Never-married,Armed-Forces,Not-in-family,Black,Male,4386,1485,35,Canada,>50K.
74,?,83311,1st-4th,15,Married-spouse-absent,Tech-support,Not-in-family,Black,Male,1409,0,48,Italy,<=50K
59,State-gov,83311,Bachelors,9,Married-spouse-absent,Machine-op-inspct,Other-relative,White,Male,25236,1573,45,Honduras,>50K
24,?,173449,Assoc-voc,8,Divorced,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,4650,1485,32,Poland,>50K
45,Local-gov,77516,Bachelors,12,Married-civ-spouse,Priv-house-serv,Unmarried,Other,Male,4101,1977,20,India,>50K.
57,Without-pay,77516,Assoc-acdm,14,Divorced,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,9386,1719,28,Columbia,<=50K.
21,State-gov,215646,Preschool,5,Divorced,,Husband,White,Male,3674,1977,48,Italy,<=50K.
75,Private,83311,Assoc-acdm,16,Widowed,Prof-specialty,Husband,Black,Male,6849,1980,15,Ecuador,>50K.
43,,83311,Assoc-voc,7,Widowed,Craft-repair,Unmarried,White,Female,7688,1340,58,Canada,>50K.
56,Self-emp-not-inc,89686,Some-college,1,Married-AF-spouse,Handlers-cleaners,Unmarried,Other,Female,14344,1762,25,Cuba,>50K.
46,?,215646,7th-8th,11,Separated,Craft-repair,Wife,Black,Female,2407,1762,16,Ecuador,<=50K.
17,Self-emp-inc,215646,Assoc-voc,7,Never-married,Machine-op-inspct,Unmarried,White,Female,20051,1762,45,?,>50K
52,Without-pay,89686,Bachelors,15,Married-AF-spouse,Exec-managerial,Own-child,Other,Male,3674,2206,30,Poland,<=50K
56,Never-worked,173449,Bachelors,9,Divorced,Machine-op-inspct,Wife,Other,Male,25236,1980,25,England,>50K.
60,Private,77516,Preschool,15,Married-AF-spouse,Sales,Wife,Black,Female,5178,1573,60,England,>50K.
80,Without-pay,83311,Preschool,6,Separated,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,20051,2042,58,South,<=50K.
64,Local-gov,350977,5th-6th,4,Widowed,Prof-specialty,Not-in-family,Black,Female,1111,1741,60,Honduras,>50K
45,,83311,9th,6,Separated,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,2597,2179,35,Honduras,>50K
45,Self-emp-inc,89686,Doctorate,10,Married-civ-spouse,Handlers-cleaners,Own-child,Other,Male,7688,1902,13,Jamaica,>50K
64,,215646,Doctorate,11,Divorced,Transport-moving,Own-child,Other,Female,2174,1977,46,South,<=50K.
62,,350977,12th,2,Married-AF-spouse,Farming-fishing,Husband,White,Female,14344,1485,56,Honduras,>50K.
63,Never-worked,215646,Assoc-voc,3,Married-civ-spouse,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,4101,1340,15,United-States,<=50K.
83,Without-pay,89686,9th,7,Widowed,Other-service,Other-relative,Amer-Indian-Eskimo,Female,3411,1340,43,Canada,<=50K.
31,,77516,5th-6th,8,Separated,Exec-managerial,Other-relative,Black,Male,14084,2206,24,Cuba,>50K.
39,Without-pay,89686,9th,8,Married-civ-spouse,Transport-moving,Own-child,Other,Male,20051,2179,38,England,<=50K
72,Self-emp-not-inc,89686,7th-8th,8,Never-married,Exec-managerial,Husband,Black,Male,34095,1762,24,Columbia,<=50K
42,Local-gov,350977,Bachelors,16,Divorced,Other-service,Own-child,Other,Male,3411,2042,40,England,>50K
62,Local-gov,89686,9th,14,Separated,?,Own-child,Black,Female,5178,1980,13,Philippines,>50K
70,Local-gov,89686,HS-grad,3,Never-married,,Husband,Asian-Pac-Islander,Male,2597,1408,35,Italy,<=50K
53,Federal-gov,173449,1st-4th,1,Married-spouse-absent,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,4386,1980,42,?,>50K
71,Private,89686,Assoc-acdm,12,Married-spouse-absent,?,Not-in-family,Other,Male,1111,1977,16,Iran,<=50K.
55,,83311,Bachelors,3,Divorced,Farming-fishing,Not-in-family,White,Male,4064,1816,55,Germany,<=50K
35,Self-emp-not-inc,173449,7th-8th,1,Married-spouse-absent,Transport-moving,Unmarried,Black,Male,594,2042,40,India,<=50K
77,State-gov,89686,5th-6th,5,Widowed,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,15024,1876,56,India,<=50K.
33,Federal-gov,89686,5th-6th,6,Widowed,Tech-support,Own-child,Other,Female,14084,1485,30,Canada,>50K
83,Self-emp-not-inc,350977,7th-8th,13,Married-spouse-absent,Exec-managerial,Not-in-family,Other,Female,2407,1408,35,Honduras,>50K.
22,Private,77516,Preschool,1,Widowed,Armed-Forces,Not-in-family,Other,Female,594,2206,38,Mexico,<=50K
36,Self-emp-not-inc,215646,Masters,11,Divorced,Protective-serv,Husband,Black,Male,4650,1573,38,Poland,<=50K.
46,Without-pay,215646,12th,7,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,7298,1340,50,?,>50K
46,Federal-gov,83311,Some-college,8,Never-married,Prof-specialty,Not-in-family,Other,Female,1409,1762,41,Philippines,>50K.
81,Private,83311,10th,9,Widowed,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,5178,1340,38,Ecuador,>50K.
90,Federal-gov,173449,Prof-school,3,Married-spouse-absent,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,34095,1816,56,?,>50K.
65,Private,173449,12th,8,Widowed,Adm-clerical,Own-child,Other,Female,7298,1719,30,Thailand,<=50K
59,Without-pay,89686,HS-grad,2,Married-civ-spouse,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,2176,2206,36,Italy,<=50K
73,State-gov,173449,HS-grad,13,Divorced,Tech-support,Husband,Amer-Indian-Eskimo,Male,2176,2179,13,India,>50K.
19,Self-emp-not-inc,83311,10th,15,Widowed,Prof-specialty,Own-child,Other,Male,9386,1719,46,Thailand,>50K.
76,Federal-gov,89686,11th,6,Married-civ-spouse,Exec-managerial,Husband,Black,Male,2176,2042,55,England,<=50K
21,Self-emp-not-inc,215646,Preschool,1,Divorced,Other-service,Other-relative,White,Female,14344,1408,58,South,>50K.
26,Local-gov,350977,11th,5,Married-AF-spouse,Adm-clerical,Not-in-family,Black,Female,2050,2179,80,Mexico,<=50K
39,Local-gov,350977,Some-college,4,Married-civ-spouse,Armed-Forces,Husband,Black,Male,5013,1902,15,Italy,>50K
42,Private,215646,1st-4th,7,Divorced,Other-service,Wife,Black,Male,7298,1408,15,Philippines,<=50K.
34,Without-pay,89686,Prof-school,4,Separated,Prof-specialty,Not-in-family,Other,Female,1111,1573,70,Mexico,<=50K
60,Private,173449,HS-grad,6,Married-AF-spouse,Adm-clerical,Not-in-family,Other,Male,4064,1887,13,South,<=50K.
28,State-gov,89686,Assoc-voc,15,Married-AF-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,7688,1876,15,United-States,>50K
61,Private,215646,1st-4th,9,Divorced,Armed-Forces,Other-relative,White,Female,5013,1340,38,Columbia,>50K
61,Self-emp-not-inc,77516,7th-8th,11,Married-civ-spouse,Priv-house-serv,Wife,Other,Female,4386,1902,28,Columbia,<=50K
45,Federal-gov,215646,10th,9,Married-AF-spouse,Priv-house-serv,Wife,Black,Female,20051,2206,41,Ecuador,<=50K
56,Self-emp-not-inc,215646,5th-6th,10,Separated,Craft-repair,Husband,Amer-Indian-Eskimo,Male,20051,2179,56,Puerto-Rico,<=50K.
18,Private,89686,12th,1,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,3674,2179,16,United-States,<=50K.
26,Without-pay,89686,Some-college,7,Never-married,Armed-Forces,Husband,Amer-Indian-Eskimo,Female,4101,2179,52,England,>50K.
61,State-gov,173449,1st-4th,4,Married-spouse-absent,Other-service,Not-in-family,White,Male,7298,1902,20,South,<=50K
49,State-gov,77516,Bachelors,12,Married-civ-spouse,Armed-Forces,Own-child,Black,Male,2176,1977,56,England,>50K
57,Never-worked,77516,12th,7,Married-AF-spouse,Prof-specialty,Other-relative,Other,Male,14084,1741,50,Thailand,>50K
56,?,173449,Bachelors,15,Separated,Machine-op-inspct,Other-relative,Other,Female,8614,2042,38,Cuba,<=50K.
86,Local-gov,350977,7th-8th,15,Married-civ-spouse,Exec-managerial,Other-relative,Other,Female,3674,1816,42,Italy,<=50K
49,Private,83311,Doctorate,8,Separated,Prof-specialty,Wife,Black,Female,0,2042,50,Poland,<=50K
46,State-gov,89686,Masters,15,Divorced,?,Other-relative,White,Male,6849,1762,36,Poland,>50K.
66,Never-worked,350977,10th,7,Separated,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,34095,1741,30,Mexico,>50K
54,Local-gov,77516,HS-grad,15,Married-civ-spouse,Sales,Unmarried,Asian-Pac-Islander,Male,594,2179,43,India,<=50K.
87,Self-emp-inc,83311,Doctorate,4,Divorced,Machine-op-inspct,Not-in-family,Black,Male,2174,1902,20,Italy,<=50K.
20,,77516,7th-8th,9,Separated,Sales,Wife,White,Male,14084,0,43,Columbia,>50K.
46,Without-pay,350977,Preschool,5,Married-civ-spouse,Adm-clerical,Not-in-family,Other,Female,2407,1876,36,Mexico,>50K
24,Self-emp-not-inc,215646,9th,13,Married-spouse-absent,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,15024,1816,52,Honduras,>50K.
48,?,89686,10th,11,Married-AF-spouse,Farming-fishing,Own-child,Asian-Pac-Islander,Male,1055,1573,44,Cuba,>50K
38,Without-pay,89686,10th,13,Married-AF-spouse,Sales,Own-child,Amer-Indian-Eskimo,Male,2407,1485,45,Mexico,>50K
79,,77516,Some-college,11,Married-AF-spouse,Priv-house-serv,Other-relative,Black,Male,15024,2206,44,Jamaica,<=50K
57,State-gov,83311,Assoc-voc,1,Divorced,Tech-support,Not-in-family,Black,Male,7688,1340,41,India,<=50K.
29,Never-worked,350977,11th,4,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Female,14344,1719,32,Puerto-Rico,<=50K.
17,Never-worked,83311,Assoc-acdm,14,Divorced,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,3464,1902,13,Thailand,<=50K.
41,Private,173449,Doctorate,15,Separated,?,Own-child,Asian-Pac-Islander,Female,9386,1980,70,Cuba,>50K
28,?,83311,HS-grad,16,Married-AF-spouse,Adm-clerical,Own-child,White,Female,5013,1816,15,Puerto-Rico,<=50K
19,Never-worked,215646,10th,9,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Female,34095,1573,35,Puerto-Rico,>50K
85,Local-gov,173449,10th,1,Married-AF-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,3411,1741,28,Poland,<=50K
24,Never-worked,77516,Prof-school,1,Married-AF-spouse,Machine-op-inspct,Not-in-family,White,Female,0,2042,48,Columbia,<=50K.
83,Never-worked,83311,11th,16,Divorced,Protective-serv,Unmarried,Black,Male,34095,2206,70,India,>50K
44,,77516,11th,8,Married-spouse-absent,Prof-specialty,Own-child,White,Female,7688,1762,32,?,<=50K
80,Private,350977,HS-grad,7,Never-married,Sales,Not-in-family,Black,Female,594,1564,15,Cuba,<=50K.
68,Without-pay,83311,Preschool,1,Widowed,Sales,Other-relative,Black,Female,6849,2206,41,Jamaica,<=50K.
52,State-gov,89686,Assoc-voc,12,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,4064,1876,36,Jamaica,<=50K
37,?,83311,1st-4th,8,Married-spouse-absent,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,5013,1816,46,Jamaica,<=50K.
22,Without-pay,77516,12th,3,Married-AF-spouse,Machine-op-inspct,Own-child,Other,Male,4386,1564,42,?,>50K.
21,Never-worked,89686,5th-6th,9,Divorced,?,Wife,Asian-Pac-Islander,Female,2174,2206,60,Columbia,<=50K.
39,Never-worked,350977,Some-college,10,Married-AF-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,25236,2206,32,Philippines,>50K
52,?,215646,1st-4th,15,Divorced,Protective-serv,Husband,Black,Male,2174,2179,40,Cambodia,<=50K
53,Self-emp-inc,215646,10th,16,Widowed,Handlers-cleaners,Own-child,Black,Male,5013,1816,42,Puerto-Rico,<=50K
65,?,215646,10th,8,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,1409,1977,32,England,>50K.
57,?,173449,HS-grad,9,Married-spouse-absent,Exec-managerial,Other-relative,Black,Male,2050,2042,32,Iran,>50K.
46,Local-gov,89686,11th,3,Married-civ-spouse,Protective-serv,Other-relative,White,Female,5178,1902,20,Italy,<=50K.
25,Self-emp-inc,350977,11th,1,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,14344,2206,56,South,<=50K
29,Never-worked,83311,5th-6th,8,Separated,Exec-managerial,Wife,White,Female,3464,1573,46,Cambodia,<=50K
40,State-gov,77516,Some-college,10,Divorced,Handlers-cleaners,Unmarried,Other,Male,4386,1876,60,Cuba,<=50K
42,Without-pay,77516,12th,11,Never-married,Adm-clerical,Other-relative,Other,Female,2597,1408,28,India,<=50K.
77,State-gov,77516,Doctorate,4,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,14084,1902,50,Cambodia,<=50K.
52,,350977,9th,5,Married-civ-spouse,Transport-moving,Not-in-family,Other,Female,6849,1977,40,Cuba,>50K
33,Federal-gov,173449,Some-college,15,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,Male,2174,1564,16,Columbia,<=50K
19,Self-emp-inc,173449,Assoc-voc,6,Separated,Other-service,Own-child,Black,Male,7688,1887,16,Poland,<=50K.
85,Local-gov,215646,12th,4,Divorced,?,Not-in-family,Other,Female,594,2179,22,Honduras,<=50K.
67,Without-pay,215646,HS-grad,1,Separated,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,2050,1340,22,United-States,<=50K
28,Federal-gov,350977,HS-grad,13,Married-AF-spouse,?,Own-child,White,Female,9386,1340,30,Ecuador,>50K.
54,,215646,5th-6th,6,Married-AF-spouse,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,1055,1887,30,Ecuador,<=50K
83,State-gov,89686,9th,6,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,1055,1340,60,Thailand,>50K
46,Local-gov,350977,7th-8th,4,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,7688,0,36,Honduras,<=50K.
34,?,215646,12th,16,Married-AF-spouse,Farming-fishing,Other-relative,White,Female,594,2179,44,Italy,>50K
26,Federal-gov,83311,9th,16,Never-married,Other-service,Other-relative,Other,Male,9386,1902,44,Columbia,<=50K
51,Local-gov,83311,HS-grad,13,Divorced,Handlers-cleaners,Husband,Black,Male,4386,1762,50,?,<=50K.
44,State-gov,83311,Doctorate,4,Married-AF-spouse,Transport-moving,Not-in-family,Black,Male,2597,1816,16,Thailand,>50K
87,Without-pay,173449,Assoc-acdm,11,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,2050,1887,45,Puerto-Rico,>50K
83,Private,173449,11th,12,Separated,Tech-support,Own-child,Other,Female,3464,1719,80,Cambodia,>50K.
68,Private,350977,Prof-school,3,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,15024,1408,70,Thailand,>50K.
81,Never-worked,173449,Bachelors,8,Widowed,Farming-fishing,Unmarried,Other,Female,1409,2179,42,Cuba,<=50K.
32,?,83311,9th,9,Divorced,Sales,Wife,Amer-Indian-Eskimo,Female,594,1573,52,Ecuador,>50K.
41,Private,89686,Prof-school,11,Widowed,Other-service,Not-in-family,Other,Male,2597,1762,60,England,<=50K
37,,77516,Some-college,2,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,25236,2206,52,Poland,>50K.
54,?,215646,Prof-school,7,Divorced,,Own-child,Asian-Pac-Islander,Male,20051,1340,30,Honduras,>50K.
57,?,350977,7th-8th,10,Married-civ-spouse,Sales,Other-relative,White,Female,14344,1887,20,Jamaica,<=50K.
64,Private,215646,Masters,1,Never-married,Machine-op-inspct,Not-in-family,Other,Female,25236,1340,60,Columbia,<=50K
67,Private,83311,9th,8,Divorced,Tech-support,Wife,White,Female,4386,1485,32,Italy,>50K
65,Without-pay,77516,Prof-school,6,Widowed,Prof-specialty,Not-in-family,White,Female,14344,2206,20,Jamaica,>50K
69,Self-emp-inc,350977,Assoc-acdm,4,Married-spouse-absent,Handlers-cleaners,Own-child,Black,Female,14084,1876,60,Canada,<=50K
59,Local-gov,215646,Prof-school,5,Married-spouse-absent,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,25236,1408,46,Italy,>50K.
81,State-gov,77516,Masters,7,Married-spouse-absent,,Husband,Amer-Indian-Eskimo,Female,34095,1485,45,Honduras,>50K.
62,Without-pay,83311,11th,3,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,2050,2042,58,Columbia,>50K.
18,Without-pay,173449,Doctorate,15,Never-married,Machine-op-inspct,Not-in-family,Black,Female,14344,1485,44,Iran,<=50K.
46,,350977,1st-4th,1,Widowed,Adm-clerical,Other-relative,Other,Female,2174,2179,44,Columbia,>50K
82,Local-gov,77516,10th,15,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,15024,2206,24,India,>50K.
22,State-gov,215646,5th-6th,14,Separated,Transport-moving,Not-in-family,Other,Female,1111,1980,35,Puerto-Rico,<=50K
42,Private,350977,5th-6th,16,Never-married,Farming-fishing,Own-child,White,Female,1409,1887,38,Puerto-Rico,>50K.
44,?,350977,Assoc-voc,8,Never-married,?,Other-relative,Black,Female,594,1902,40,Ecuador,>50K.
56,Federal-gov,77516,10th,6,Widowed,,Own-child,White,Female,3411,1741,48,Thailand,<=50K.
57,Self-emp-not-inc,89686,5th-6th,3,Married-AF-spouse,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Male,8614,1719,40,India,<=50K
25,Without-pay,215646,5th-6th,8,Married-spouse-absent,Machine-op-inspct,Own-child,White,Female,4650,1573,42,Puerto-Rico,<=50K.
17,Self-emp-not-inc,89686,9th,15,Married-AF-spouse,,Husband,Other,Female,1111,1902,43,India,>50K
51,?,77516,Assoc-acdm,8,Married-civ-spouse,Transport-moving,Not-in-family,Black,Male,6849,1977,28,England,>50K.
58,?,173449,11th,5,Married-AF-spouse,Handlers-cleaners,Wife,White,Female,8614,2042,56,Canada,<=50K
54,Local-gov,89686,Assoc-voc,8,Separated,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,2174,1977,70,Columbia,>50K
17,State-gov,83311,HS-grad,5,Separated,Priv-house-serv,Husband,Asian-Pac-Islander,Male,9386,1902,55,Iran,>50K
75,Never-worked,83311,11th,1,Widowed,,Wife,Asian-Pac-Islander,Male,5013,0,38,Poland,>50K
29,State-gov,83311,Bachelors,3,Never-married,Transport-moving,Own-child,White,Male,2597,2042,50,India,<=50K.
71,Self-emp-not-inc,89686,Assoc-voc,12,Married-civ-spouse,Sales,Own-child,Amer-Indian-Eskimo,Female,25236,1485,48,England,<=50K
24,?,173449,1st-4th,8,Married-spouse-absent,Exec-managerial,Wife,Asian-Pac-Islander,Female,34095,1816,22,Columbia,<=50K
35,Self-emp-not-inc,215646,12th,4,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,14344,1741,22,Cuba,<=50K
72,Private,77516,11th,9,Married-AF-spouse,Handlers-cleaners,Husband,Other,Female,7298,1741,20,Puerto-Rico,>50K
81,Federal-gov,89686,HS-grad,1,Married-civ-spouse,Other-service,Other-relative,Other,Female,5178,1977,24,Poland,>50K.
47,,350977,10th,3,Married-AF-spouse,Other-service,Husband,Black,Male,25236,1408,15,Poland,>50K
24,Self-emp-not-inc,215646,7th-8th,4,Married-AF-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,7298,1741,41,Cambodia,<=50K
89,?,350977,5th-6th,5,Married-spouse-absent,Sales,Not-in-family,Asian-Pac-Islander,Female,5013,1980,60,Philippines,>50K.
45,Self-emp-inc,89686,9th,11,Divorced,Protective-serv,Wife,Black,Male,1409,2042,58,Mexico,>50K
53,Self-emp-inc,215646,Prof-school,1,Widowed,Transport-moving,Other-relative,Black,Male,15024,2206,43,Columbia,>50K
43,Self-emp-not-inc,215646,5th-6th,7,Separated,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,3674,1741,58,United-States,<=50K
46,Self-emp-inc,350977,Bachelors,13,Widowed,Transport-moving,Own-child,Asian-Pac-Islander,Male,5013,1719,35,Italy,>50K
55,Federal-gov,350977,Bachelors,7,Married-civ-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,15024,1762,16,Jamaica,>50K
43,Without-pay,350977,HS-grad,11,Separated,Farming-fishing,Not-in-family,White,Male,7298,1762,44,Cambodia,<=50K
41,Federal-gov,89686,Doctorate,6,Divorced,Priv-house-serv,Wife,Black,Female,3411,1564,52,Iran,<=50K
42,,173449,HS-grad,13,Divorced,Prof-specialty,Wife,Other,Female,9386,2042,48,Puerto-Rico,>50K
23,Self-emp-not-inc,350977,9th,9,Married-civ-spouse,Prof-specialty,Husband,Black,Male,4650,1408,28,Philippines,<=50K
76,Never-worked,173449,7th-8th,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,2176,1762,24,Cuba,<=50K
31,State-gov,83311,Assoc-acdm,2,Divorced,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,7688,1980,22,Poland,>50K
81,?,83311,10th,5,Married-civ-spouse,Armed-Forces,Unmarried,Asian-Pac-Islander,Female,1055,1573,44,Puerto-Rico,>50K.
44,?,77516,11th,1,Widowed,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,5013,1980,16,Puerto-Rico,>50K
82,Never-worked,89686,Assoc-acdm,12,Separated,Handlers-cleaners,Wife,Black,Female,4101,1340,24,?,>50K
29,Federal-gov,77516,Some-college,2,Married-civ-spouse,Protective-serv,Other-relative,Other,Male,2597,1876,30,Puerto-Rico,>50K.
55,Never-worked,215646,12th,3,Never-married,Prof-specialty,Unmarried,Black,Male,7688,1887,22,Cuba,<=50K
28,Without-pay,215646,Doctorate,9,Separated,Sales,Unmarried,Asian-Pac-Islander,Male,9386,1573,56,Thailand,>50K.
41,Never-worked,215646,Preschool,8,Married-AF-spouse,Armed-Forces,Unmarried,Other,Male,20051,1564,43,United-States,<=50K
18,Self-emp-not-inc,83311,5th-6th,5,Widowed,?,Own-child,Other,Male,3674,1902,58,Ecuador,<=50K.
62,Self-emp-not-inc,89686,Prof-school,10,Married-AF-spouse,?,Not-in-family,Black,Female,5013,2179,43,Columbia,<=50K
76,Never-worked,77516,5th-6th,11,Separated,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,4064,1902,44,Cambodia,>50K.
37,Private,215646,Assoc-acdm,9,Separated,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,7298,1741,15,Iran,>50K.
19,Without-pay,215646,Assoc-voc,12,Never-married,?,Own-child,Black,Male,7298,1564,20,South,>50K.
59,Without-pay,77516,Masters,2,Married-spouse-absent,Exec-managerial,Husband,Asian-Pac-Islander,Male,594,1816,13,India,>50K
85,Local-gov,215646,Masters,2,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Female,25236,1762,15,United-States,>50K
22,,77516,Assoc-voc,11,Separated,Handlers-cleaners,Wife,Other,Male,1055,1887,24,Italy,>50K.
